8625326-TYLRMI-VZB-WAAS;56.147.87.74;WAAS_NFS;WAAS_HTTP
5212853-FRSNCA-ATT-WAAS;56.231.165.100;WAAS_NFS;WAAS_HTTP
5997026-PSMTVA-VZB-WAAS;56.82.17.10;WAAS_NFS;WAAS_HTTP
5322892-SFLDMI-XOC-WAAS;56.157.45.8;WAAS_NFS;WAAS_HTTP
1207220-WSHNDC-VZB-WAAS;56.65.134.143;WAAS_NFS;WAAS_HTTP
6163279-RDNGPA-VZB-WAAS;56.52.40.10;WAAS_NFS;WAAS_HTTP
1678-MDSNWI-VZB-WAAS;56.194.169.7;WAAS_NFS;WAAS_HTTP
1104812-FRTWTX-XOC-WAAS;56.184.49.23;WAAS_NFS;WAAS_HTTP
8234734-ASHVNC-ATT-WAAS;56.84.168.11;WAAS_NFS;WAAS_HTTP
3240865-PTMCMD-VZB-WAAS;56.64.49.82;WAAS_NFS;WAAS_HTTP
3735865-ERIEPA-VZB-WAAS;56.131.162.7;WAAS_NFS;WAAS_HTTP
3541705444-JAMCNY-ATT-WAAS;56.46.130.68;WAAS_NFS;WAAS_HTTP
5194513-INDNIN-XOC-WAAS;56.169.194.6;WAAS_NFS;WAAS_HTTP
EAGAN-EAGNMN-VZB-WAAS-6;56.207.245.10;WAAS_NFS;WAAS_HTTP
3720115-CHSPVA-VZB-WAAS;56.82.14.31;WAAS_NFS;WAAS_HTTP
3992691-JCKSFL-VZB-WAAS;56.115.130.12;WAAS_NFS;WAAS_HTTP
EAGAN-EAGNMN-VZB-WAAS-7;56.207.245.11;WAAS_NFS;WAAS_HTTP
6399224-WLMGVA-VZB-WAAS;56.82.11.5;WAAS_NFS;WAAS_HTTP
EAGAN-EAGNMN-VZB-WAAS-1;56.207.245.5;WAAS_NFS;WAAS_HTTP
EAGAN-EAGNMN-VZB-WAAS-4;56.207.245.8;WAAS_NFS;WAAS_HTTP
EAGAN-EAGNMN-VZB-WAAS-5;56.207.245.9;WAAS_NFS;WAAS_HTTP
4859000711-MDLNTX-VZB-WAAS;56.185.49.6;WAAS_NFS;WAAS_HTTP
0451300027-LTLRAR-ATT-WAAS;56.161.162.9;WAAS_NFS;WAAS_HTTP
EAGAN-EAGNMN-VZB-WAAS-2;56.207.245.6;WAAS_NFS;WAAS_HTTP
8573272-ATLNGA-ATT-WAAS;56.97.53.7;WAAS_NFS;WAAS_HTTP
EAGAN-EAGNMN-VZB-WAAS-3;56.207.245.7;WAAS_NFS;WAAS_HTTP
2303780025-BLTMMD-XOC-WAAS;56.66.3.20;WAAS_NFS;WAAS_HTTP
1032125-PNTCMI-XOC-WAAS;56.144.228.58;WAAS_NFS;WAAS_HTTP
2287869-CHMPIL-VZB-WAAS;56.152.169.17;WAAS_NFS;WAAS_HTTP
3509954344-BRKLNY-XOC-WAAS;56.43.162.14;WAAS_NFS;WAAS_HTTP
4624028-OPLCFL-VZB-WAAS;56.112.221.10;WAAS_NFS;WAAS_HTTP
2991751-EGHTNJ-VZB-WAAS;56.57.3.5;WAAS_NFS;WAAS_HTTP
9831259-BRWETX-VZB-WAAS;56.183.238.75;WAAS_NFS;WAAS_HTTP
4886434-PLNAME-XOC-WAAS;56.23.130.35;WAAS_NFS;WAAS_HTTP
4841450033-HSTNTX-XOC-WAAS;56.183.98.31;WAAS_NFS;WAAS_HTTP
1793952-CLRSCO-VZB-WAAS;56.216.174.11;WAAS_NFS;WAAS_HTTP
4514800240-CHRLSC-ATT-WAAS;56.86.163.111;WAAS_NFS;WAAS_HTTP
4822700015-IRVNTX-ATT-WAAS;56.184.192.12;WAAS_NFS;WAAS_HTTP
1158500106-MIAMFL-VZB-WAAS-2;56.119.136.8;WAAS_NFS;WAAS_HTTP
1158500106-MIAMFL-VZB-WAAS-1;56.119.136.7;WAAS_NFS;WAAS_HTTP
4893950802-WACOTX-XOC-WAAS;56.185.41.5;WAAS_NFS;WAAS_HTTP
1021851-FRSPIL-XOC-WAAS;56.152.200.65;WAAS_NFS;WAAS_HTTP
4888850501-TMPLTX-ATT-WAAS;56.183.161.17;WAAS_NFS;WAAS_HTTP
3817920216-CLMBOH-XOC-WAAS;56.136.126.8;WAAS_NFS;WAAS_HTTP
6880498-CHRLWV-VZB-WAAS;56.72.128.239;WAAS_NFS;WAAS_HTTP
1855714-JRSCNJ-XOC-WAAS;56.35.54.12;WAAS_NFS;WAAS_HTTP
4678665101-SXFLSD-ATT-WAAS;56.197.52.9;WAAS_NFS;WAAS_HTTP
4133000-SALMOR-VZB-WAAS;56.208.38.12;WAAS_NFS;WAAS_HTTP
2165650046-NORLLA-ATT-WAAS;56.187.134.12;WAAS_NFS;WAAS_HTTP
3510250240-BUFLNY-ATT-WAAS;56.49.2.11;WAAS_NFS;WAAS_HTTP
6887288-GRNPTX-VZB-WAAS;56.178.86.92;WAAS_NFS;WAAS_HTTP
2897884-MONRLA-VZB-WAAS;56.186.6.13;WAAS_NFS;WAAS_HTTP
0816660817-DNBRCT-ATT-WAAS;56.51.8.12;WAAS_NFS;WAAS_HTTP
2410454444-WRHMMA-ATT-WAAS;56.21.52.11;WAAS_NFS;WAAS_HTTP
4822700067-LWSVTX-ATT-WAAS;56.178.99.40;WAAS_NFS;WAAS_HTTP
0569360111-SAANCA-XOC-WAAS;56.248.162.10;WAAS_NFS;WAAS_HTTP
4371400102-PRVDRI-XOC-WAAS;56.21.6.16;WAAS_NFS;WAAS_HTTP
0877180910-STMFCT-ATT-WAAS;56.26.31.5;WAAS_NFS;WAAS_HTTP
