#TYPE;TAG;INSTANCE NAME;APPLICATION_MEASUREMENT_NAME;APPLICATION_GROUP;SERVICE_ID;CUSTOMER;WAE_IP
OAM;APP_56.178.27.9_Email-and-Messaging;APP Email-and-Messaging WAE 4832200015-ARLNTX-ATT-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.178.27.9
OAM;APP_56.240.42.252_SSH;APP SSH WAE 1039634-LNGLCA-XOC-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.240.42.252
OAM;APP_56.233.31.8_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 9981780-RENONV-ATT-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.233.31.8
OAM;APP_56.68.0.7_Directory-Services;APP Directory-Services WAE 2303780001-BLTMMD-XOC-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.68.0.7
OAM;APP_56.116.1.14_Backup;APP Backup WAE 1169180817-ORLNFL-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.116.1.14
OAM;APP_56.240.42.252_SSL;APP SSL WAE 1039634-LNGLCA-XOC-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.240.42.252
OAM;APP_56.237.67.10_Replication;APP Replication WAE SAM-SAMTCA-VZB-WAAS-6;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.237.67.10
OAM;APP_56.66.54.20_SSH;APP SSH WAE 2303780017-BLTMMD-ATT-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.66.54.20
OAM;APP_56.155.10.38_Web-Internet;APP Web-Internet WAE 161542-0804F-WAAS-2;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.155.10.38
OAM;APP_56.237.67.5_CIFS;APP CIFS WAE SAM-SAMTCA-VZB-WAAS-1;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.237.67.5
OAM;APP_56.66.54.20_SSL;APP SSL WAE 2303780017-BLTMMD-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.66.54.20
OAM;APP_56.200.2.8_CIFS;APP CIFS WAE 1824160032-DSMNIA-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.200.2.8
OAM;APP_56.89.30.71_Other;APP Other WAE 1176684-ASHVNC-ATT-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.89.30.71
OAM;APP_56.182.29.11_CIFS;APP CIFS WAE 4802250201-AMRLTX-XOC-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.182.29.11
OAM;APP_56.66.7.24_Web-Internet;APP Web-Internet WAE 2303780010-BLTMMD-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.66.7.24
OAM;APP_56.66.78.13_Printing;APP Printing WAE 2303780011-BLTMMD-ATT-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.66.78.13
OAM;APP_56.112.46.11_Other;APP Other WAE 2514994-SRSTFL-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.112.46.11
OAM;APP_56.180.51.172_Web;APP Web WAE 3377055-OKLCOK-VZB-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.180.51.172
OAM;APP_56.237.67.11_Directory-Services;APP Directory-Services WAE SAM-SAMTCA-VZB-WAAS-7;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.237.67.11
OAM;APP_56.38.204.5_SSL;APP SSL WAE 3558319998-NYRKNY-XOC-WAAS-2;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.38.204.5
OAM;APP_56.184.45.14_Replication;APP Replication WAE 1025550-ELPSTX-ATT-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.184.45.14
OAM;APP_56.157.31.253_CIFS;APP CIFS WAE 2582300101-RYLOMI-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.157.31.253
OAM;APP_56.119.159.8_SSL;APP SSL WAE 1130300246-FRTLFL-XOC-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.119.159.8
OAM;APP_56.38.204.5_SSH;APP SSH WAE 3558319998-NYRKNY-XOC-WAAS-2;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.38.204.5
OAM;APP_56.194.174.9_Outlook_Exchange;APP Outlook_Exchange WAE 9073928-RTHSWI-VZB-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.194.174.9
OAM;APP_56.194.132.27_Email-and-Messaging;APP Email-and-Messaging WAE 9423084-MLWKWI-VZB-WAAS-2;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.194.132.27
OAM;APP_56.145.35.87_Web;APP Web WAE 8382515-WYNDMI-XOC-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.145.35.87
OAM;APP_56.26.57.7_Printing;APP Printing WAE 4518996-WTRBCT-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.26.57.7
OAM;APP_56.80.54.10_File-System;APP File-System WAE 5139780670-HMPTVA-ATT-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.80.54.10
OAM;APP_56.80.125.6_File-Transfer;APP File-Transfer WAE 8923970-MDLTVA-VZB-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.80.125.6
OAM;APP_56.43.143.15_Version-Management;APP Version-Management WAE 3925693-ELM0NY-VZB-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.43.143.15
OAM;APP_56.195.144.23_Directory-Services;APP Directory-Services WAE 5644400083-LCRSWI-XOC-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.195.144.23
OAM;APP_56.119.159.8_SSH;APP SSH WAE 1130300246-FRTLFL-XOC-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.119.159.8
OAM;APP_56.40.12.14_Backup;APP Backup WAE 3509950311-BRKLNY-XOC-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.40.12.14
OAM;APP_56.107.6.5_Outlook_Exchange;APP Outlook_Exchange WAE 4761440204-NSHVTN-ATT-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.107.6.5
OAM;APP_56.41.130.9_Web-Internet;APP Web-Internet WAE 3568880888-FLSHNY-XOC-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.41.130.9
OAM;APP_56.66.89.14_Web-Internet;APP Web-Internet WAE 2303780032-BLTMMD-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.66.89.14
OAM;APP_56.186.49.7_Replication;APP Replication WAE 4802058-VCTRTX-VZB-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.186.49.7
OAM;APP_56.210.73.6_Remote-Desktop;APP Remote-Desktop WAE 2787714-OLYMWA-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.210.73.6
OAM;APP_56.113.46.15_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 7511197-ORLNFL-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.113.46.15
OAM;APP_56.229.37.10_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 6152256-STCKCA-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.229.37.10
OAM;APP_56.146.58.7_Email-and-Messaging;APP Email-and-Messaging WAE 9959770-GRNRMI-VZB-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.146.58.7
OAM;APP_56.116.199.7_Web;APP Web WAE 1149239-TAMPFL-ATT-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.116.199.7
OAM;APP_56.119.136.8_Web;APP Web WAE 1158500106-MIAMFL-VZB-WAAS-2;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.119.136.8
OAM;APP_56.56.3.12_Backup;APP Backup WAE 5868582-BLMWNJ-VZB-WAAS-1;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.56.3.12
OAM;APP_56.250.37.250_Web;APP Web WAE 0363640069-PHNXAZ-XOC-WAAS-2;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.250.37.250
OAM;APP_56.229.3.4_Enterprise-Applications;APP Enterprise-Applications WAE 9791980-WSCRCA-VZB-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.229.3.4
OAM;APP_56.192.48.7_Outlook_Exchange;APP Outlook_Exchange WAE 2249978-SAPLMN-XOC-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.192.48.7
OAM;APP_56.161.169.21_Email-and-Messaging;APP Email-and-Messaging WAE 7739563-FYTVAR-VZB-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.161.169.21
OAM;APP_56.70.31.192_Outlook_Exchange;APP Outlook_Exchange WAE 1040161-DULSVA-XOC-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.70.31.192
OAM;APP_56.183.161.17_Web-Internet;APP Web-Internet WAE 4888850501-TMPLTX-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.183.161.17
OAM;APP_56.157.31.253_Replication;APP Replication WAE 2582300101-RYLOMI-ATT-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.157.31.253
OAM;APP_56.152.174.253_Replication;APP Replication WAE 1607920701-BLMOIL-XOC-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.152.174.253
OAM;APP_56.92.234.217_Other;APP Other WAE 5422006-CHRLNC-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.92.234.217
OAM;APP_56.66.55.7_Citrix;APP Citrix WAE 2303780020-BLTMMD-XOC-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.66.55.7
OAM;APP_56.112.62.13_CIFS;APP CIFS WAE 5197566-NPLSFL-VZB-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.112.62.13
OAM;APP_56.112.45.4_CIFS;APP CIFS WAE 1130750420-FRTSFL-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.112.45.4
OAM;APP_56.190.7.8_Remote-Desktop;APP Remote-Desktop WAE 9679749-NRMNOK-ATT-WAAS1;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.190.7.8
OAM;APP_56.69.3.12_Backup;APP Backup WAE 2303782029-BLTMMD-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.69.3.12
OAM;APP_56.74.16.8_Outlook_Exchange;APP Outlook_Exchange WAE 7420052-LSVLKY-XOC-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.74.16.8
OAM;APP_56.106.134.43_Enterprise-Applications;APP Enterprise-Applications WAE 8335963-MMPHTN-XOC-WAAS-2;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.106.134.43
OAM;APP_56.52.40.10_File-Transfer;APP File-Transfer WAE 6163279-RDNGPA-VZB-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.52.40.10
OAM;APP_56.208.8.14_Enterprise-Applications;APP Enterprise-Applications WAE 5690910-PLNDOR-VZB-WAAS-1;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.208.8.14
OAM;APP_56.66.89.14_Backup;APP Backup WAE 2303780032-BLTMMD-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.66.89.14
OAM;APP_56.213.240.163_SQL;APP SQL WAE 4673543-SLLCUT-VZB-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.213.240.163
OAM;APP_56.97.53.7_Backup;APP Backup WAE 8573272-ATLNGA-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.97.53.7
OAM;APP_56.149.69.91_Version-Management;APP Version-Management WAE 2576000170-PLYMMI-XOC-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.149.69.91
OAM;APP_56.244.37.7_File-System;APP File-System WAE 6151149-GOLTCA-VZB-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.244.37.7
OAM;APP_56.191.4.25_Email-and-Messaging;APP Email-and-Messaging WAE 4822700202-DALSTX-XOC-WAAS-1;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.191.4.25
OAM;APP_56.215.191.214_Other;APP Other WAE 6087767-BOISID-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.215.191.214
OAM;APP_56.183.65.7_Remote-Desktop;APP Remote-Desktop WAE 3233246-CYPRTX-ATT-WAAS1;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.183.65.7
OAM;APP_56.115.130.12_Enterprise-Applications;APP Enterprise-Applications WAE 3992691-JCKSFL-VZB-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.115.130.12
OAM;APP_56.130.123.77_Remote-Desktop;APP Remote-Desktop WAE 1309332-ECLVOH-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.130.123.77
OAM;APP_56.194.177.47_Remote-Desktop;APP Remote-Desktop WAE 6361717-OSHKWI-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.194.177.47
OAM;APP_56.38.204.5_SQL;APP SQL WAE 3558319998-NYRKNY-XOC-WAAS-2;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.38.204.5
OAM;APP_56.185.54.9_Web-Internet;APP Web-Internet WAE 1042012-ASTNTX-XOC-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.185.54.9
OAM;APP_56.80.40.7_Version-Management;APP Version-Management WAE 5165221008-NRFLVA-ATT-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.80.40.7
OAM;APP_56.146.61.25_SQL;APP SQL WAE 2539200100-GRNRMI-ATT-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.146.61.25
OAM;APP_56.169.165.196_Remote-Desktop;APP Remote-Desktop WAE 3435912-FRTEIN-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.169.165.196
OAM;APP_56.35.46.28_Remote-Desktop;APP Remote-Desktop WAE 4584667-RDGWNY-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.35.46.28
OAM;APP_56.225.137.5_WAFS;APP WAFS WAE 2409791-SFROCA-VZB-WAAS;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.225.137.5
OAM;APP_56.186.52.14_Other;APP Other WAE 1302532-KLN0TX-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.186.52.14
OAM;APP_56.66.7.24_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 2303780010-BLTMMD-ATT-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.66.7.24
OAM;APP_56.183.113.10_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 4841450025-HSTNTX-ATT-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.183.113.10
OAM;APP_56.26.66.29_Enterprise-Applications;APP Enterprise-Applications WAE 0805780604-BRDGCT-ATT-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.26.66.29
OAM;APP_56.209.0.8_Systems-Management;APP Systems-Management WAE 6779702-ANCHAK-VZB-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.209.0.8
OAM;APP_56.155.10.7_SSH;APP SSH WAE 2701381-CHCGIL-VZB-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.155.10.7
OAM;APP_56.185.41.5_SQL;APP SQL WAE 4893950802-WACOTX-XOC-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.185.41.5
OAM;APP_56.155.10.7_SQL;APP SQL WAE 2701381-CHCGIL-VZB-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.155.10.7
OAM;APP_56.35.70.85_Other;APP Other WAE 2755837-FRSLNY-XOC-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.35.70.85
OAM;APP_56.250.40.6_Remote-Desktop;APP Remote-Desktop WAE 0388800724-TCSNAZ-XOC-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.250.40.6
OAM;APP_56.32.43.8_Backup;APP Backup WAE 3826272-NWRKNJ-XOC-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.32.43.8
OAM;APP_56.190.7.8_Backup;APP Backup WAE 9679749-NRMNOK-ATT-WAAS1;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.190.7.8
OAM;APP_56.169.165.196_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 3435912-FRTEIN-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.169.165.196
OAM;APP_56.168.209.5_Version-Management;APP Version-Management WAE 1961354-KNSCMO-VZB-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.168.209.5
OAM;APP_56.149.0.123_Citrix;APP Citrix WAE 2524000120-DRBRMI-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.149.0.123
OAM;APP_56.150.0.237_Remote-Desktop;APP Remote-Desktop WAE 9179559-CRLMIL-XOC-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.150.0.237
OAM;APP_56.50.173.74_Replication;APP Replication WAE 9094230-SCRNPA-VZB-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.50.173.74
OAM;APP_56.150.107.7_File-System;APP File-System WAE 1602820007-ELGVIL-ATT-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.150.107.7
OAM;APP_56.144.74.19_Printing;APP Printing WAE 8558882-ALNPMI-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.144.74.19
OAM;APP_56.117.166.53_Version-Management;APP Version-Management WAE 1157900460-MLBEFL-ATT-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.117.166.53
OAM;APP_56.194.132.25_WAFS;APP WAFS WAE 9423084-MLWKWI-VZB-WAAS-1;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.194.132.25
OAM;APP_56.182.29.11_Email-and-Messaging;APP Email-and-Messaging WAE 4802250201-AMRLTX-XOC-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.182.29.11
OAM;APP_56.66.51.17_Enterprise-Applications;APP Enterprise-Applications WAE 1152126-BLTMMD-ATT-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.66.51.17
OAM;APP_56.183.163.27_Citrix;APP Citrix WAE 6564369-HSTNTX-XOC-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.183.163.27
OAM;APP_56.85.194.6_CIFS;APP CIFS WAE 5898858-SNDSVA-VZB-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.85.194.6
OAM;APP_56.131.177.8_CIFS;APP CIFS WAE 8033658-JHNSPA-VZB-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.131.177.8
OAM;APP_56.57.3.5_Email-and-Messaging;APP Email-and-Messaging WAE 2991751-EGHTNJ-VZB-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.57.3.5
OAM;APP_56.237.67.9_Replication;APP Replication WAE SAM-SAMTCA-VZB-WAAS-5;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.237.67.9
OAM;APP_56.147.82.75_Printing;APP Printing WAE 6811257-ADRNMI-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.147.82.75
OAM;APP_56.66.57.13_Citrix;APP Citrix WAE 2303780026-BLTMMD-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.66.57.13
OAM;APP_56.66.2.20_Printing;APP Printing WAE 2303780018-BLTMMD-ATT-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.66.2.20
OAM;APP_56.192.170.10_File-Transfer;APP File-Transfer WAE 1723368-KNSCMO-VZB-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.192.170.10
OAM;APP_56.146.61.25_SSH;APP SSH WAE 2539200100-GRNRMI-ATT-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.146.61.25
OAM;APP_56.163.152.26_SSL;APP SSL WAE 8962661-NRMNOK-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.163.152.26
OAM;APP_56.150.107.7_Backup;APP Backup WAE 1602820007-ELGVIL-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.150.107.7
OAM;APP_56.72.178.110_Web-Internet;APP Web-Internet WAE 4081385-BRSTTN-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.72.178.110
OAM;APP_56.213.240.163_SSL;APP SSL WAE 4673543-SLLCUT-VZB-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.213.240.163
OAM;APP_56.41.179.10_Directory-Services;APP Directory-Services WAE 9888360-BRKLNY-VZB-WAAS-1;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.41.179.10
OAM;APP_56.162.165.7_Citrix;APP Citrix WAE 6068779-SPFLMO-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.162.165.7
OAM;APP_56.106.134.43_SSH;APP SSH WAE 8335963-MMPHTN-XOC-WAAS-2;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.106.134.43
OAM;APP_56.163.196.5_Directory-Services;APP Directory-Services WAE 6808992487-HZLWMO-ATT-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.163.196.5
OAM;APP_56.145.146.10_Email-and-Messaging;APP Email-and-Messaging WAE 2502800107-ANARMI-ATT-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.145.146.10
OAM;APP_56.64.193.69_Email-and-Messaging;APP Email-and-Messaging WAE 6072047-WSHNDC-XOC-WAAS-2;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.64.193.69
OAM;APP_56.82.14.31_CIFS;APP CIFS WAE 3720115-CHSPVA-VZB-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.82.14.31
OAM;APP_56.207.245.11_Directory-Services;APP Directory-Services WAE EAGAN-EAGNMN-VZB-WAAS-7;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.207.245.11
OAM;APP_56.106.134.43_SSL;APP SSL WAE 8335963-MMPHTN-XOC-WAAS-2;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.106.134.43
OAM;APP_56.146.61.25_SSL;APP SSL WAE 2539200100-GRNRMI-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.146.61.25
OAM;APP_56.227.57.28_SSL;APP SSL WAE 0550340350-MDSTCA-ATT-WAAS-R;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.227.57.28
OAM;APP_56.72.181.149_Citrix;APP Citrix WAE 3359647-RONKVA-VZB-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.72.181.149
OAM;APP_56.21.6.16_Web;APP Web WAE 4371400102-PRVDRI-XOC-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.21.6.16
OAM;APP_56.208.126.39_File-System;APP File-System WAE 2425943-FDRLWA-VZB-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.208.126.39
OAM;APP_56.197.34.11_Citrix;APP Citrix WAE 7213509-FARGND-VZB-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.197.34.11
OAM;APP_56.165.178.51_File-System;APP File-System WAE 2897857-HZLWMO-VZB-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.165.178.51
OAM;APP_56.163.196.5_Replication;APP Replication WAE 6808992487-HZLWMO-ATT-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.163.196.5
OAM;APP_56.178.72.17_Version-Management;APP Version-Management WAE 4841450046-HSTNTX-XOC-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.178.72.17
