#TYPE;TAG;INSTANCE NAME;APPLICATION_MEASUREMENT_NAME;APPLICATION_GROUP;SERVICE_ID;CUSTOMER;WAE_IP
OAM;APP_56.250.37.250_WAFS;APP WAFS WAE 0363640069-PHNXAZ-XOC-WAAS-2;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.250.37.250
OAM;APP_56.200.2.8_Other;APP Other WAE 1824160032-DSMNIA-ATT-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.200.2.8
OAM;APP_56.38.204.4_Enterprise-Applications;APP Enterprise-Applications WAE 3558319998-NYRKNY-XOC-WAAS-1;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.38.204.4
OAM;APP_56.56.34.4_Version-Management;APP Version-Management WAE 9936583-NCSTDE-VZB-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.56.34.4
OAM;APP_56.185.52.7_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 1017679-MCLNTX-XOC-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.185.52.7
OAM;APP_56.182.29.11_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 4802250201-AMRLTX-XOC-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.182.29.11
OAM;APP_56.38.204.6_Remote-Desktop;APP Remote-Desktop WAE 3558319998-NYRKNY-XOC-WAAS-3;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.38.204.6
OAM;APP_56.107.41.11_CIFS;APP CIFS WAE 4746320902-KNXVTN-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.107.41.11
OAM;APP_56.35.120.80_SSH;APP SSH WAE 1568792-WDSDNY-VZB-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.35.120.80
OAM;APP_56.119.178.10_Remote-Desktop;APP Remote-Desktop WAE 5411816-HLYWFL-XOC-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.119.178.10
OAM;APP_56.129.131.8_WAFS;APP WAFS WAE 4166050098-PSBRPA-XOC-WAAS-2;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.129.131.8
OAM;APP_56.190.7.8_Directory-Services;APP Directory-Services WAE 9679749-NRMNOK-ATT-WAAS1;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.190.7.8
OAM;APP_56.150.43.10_WAFS;APP WAFS WAE 1667740530-RCKFIL-ATT-WAAS;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.150.43.10
OAM;APP_56.112.34.10_CIFS;APP CIFS WAE 1755395-LKLNFL-VZB-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.112.34.10
OAM;APP_56.112.34.10_Remote-Desktop;APP Remote-Desktop WAE 1755395-LKLNFL-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.112.34.10
OAM;APP_56.28.34.11_Outlook_Exchange;APP Outlook_Exchange WAE 8976330-BNGHNY-VZB-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.28.34.11
OAM;APP_56.116.199.7_Other;APP Other WAE 1149239-TAMPFL-ATT-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.116.199.7
OAM;APP_56.208.8.15_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 5690910-PLNDOR-VZB-WAAS-2;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.208.8.15
OAM;APP_56.72.168.7_Remote-Desktop;APP Remote-Desktop WAE 1714254-CHRLWV-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.72.168.7
OAM;APP_56.41.183.11_WAFS;APP WAFS WAE 5596262-JAMCNY-XOC-WAAS;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.41.183.11
OAM;APP_56.144.54.10_Replication;APP Replication WAE 6345277-RDFRMI-XOC-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.144.54.10
OAM;APP_56.134.35.97_SSH;APP SSH WAE 3882600103-TOLDOH-ATT-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.134.35.97
OAM;APP_56.97.34.64_Other;APP Other WAE 1431435-DLTHGA-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.97.34.64
OAM;APP_56.35.120.80_SQL;APP SQL WAE 1568792-WDSDNY-VZB-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.35.120.80
OAM;APP_56.35.120.80_Version-Management;APP Version-Management WAE 1568792-WDSDNY-VZB-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.35.120.80
OAM;APP_56.134.35.97_SSL;APP SSL WAE 3882600103-TOLDOH-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.134.35.97
OAM;APP_56.130.120.120_Directory-Services;APP Directory-Services WAE 3816660071-LKWDOH-ATT-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.130.120.120
OAM;APP_56.163.193.7_Web-Internet;APP Web-Internet WAE 0446534401-JNSBAR-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.163.193.7
OAM;APP_56.26.55.138_Outlook_Exchange;APP Outlook_Exchange WAE 0833696492-WLNDCT-XOC-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.26.55.138
OAM;APP_56.66.55.7_Printing;APP Printing WAE 2303780020-BLTMMD-XOC-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.66.55.7
OAM;APP_56.250.37.79_Citrix;APP Citrix WAE 0363640069-PHNXAZ-XOC-WAAS-1;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.250.37.79
OAM;APP_56.16.231.5_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 2092712-SCRBME-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.16.231.5
OAM;APP_56.66.2.20_Other;APP Other WAE 2303780018-BLTMMD-ATT-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.66.2.20
OAM;APP_56.117.190.32_CIFS;APP CIFS WAE 2796781-LKMRFL-VZB-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.117.190.32
OAM;APP_56.66.85.24_CIFS;APP CIFS WAE 2303780024-BLTMMD-XOC-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.66.85.24
OAM;APP_56.248.188.242_Web-Internet;APP Web-Internet WAE 2049726-RDLNCA-VZB-WAAS-2;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.248.188.242
OAM;APP_56.208.126.39_Replication;APP Replication WAE 2425943-FDRLWA-VZB-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.208.126.39
OAM;APP_56.162.130.5_SSH;APP SSH WAE 3215023-KNSCMO-XOC-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.162.130.5
OAM;APP_56.230.136.11_Remote-Desktop;APP Remote-Desktop WAE 9967654-RCHMCA-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.230.136.11
OAM;APP_56.74.47.162_Citrix;APP Citrix WAE 2008960601-BWLGKY-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.74.47.162
OAM;APP_56.183.249.47_SSH;APP SSH WAE 2143940175-HOUMLA-ATT-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.183.249.47
OAM;APP_56.183.249.47_SSL;APP SSL WAE 2143940175-HOUMLA-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.183.249.47
OAM;APP_56.237.67.11_Internet_Radio_Stream;APP Internet_Radio_Stream WAE SAM-SAMTCA-VZB-WAAS-7;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.237.67.11
OAM;APP_56.24.18.8_SQL;APP SQL WAE 5541512-ALBNNY-VZB-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.24.18.8
OAM;APP_56.242.217.8_Replication;APP Replication WAE 3474134602-RSWLNM-ATT-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.242.217.8
OAM;APP_56.178.7.97_Backup;APP Backup WAE 5098737-LARDTX-VZB-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.178.7.97
OAM;APP_56.194.132.25_Other;APP Other WAE 9423084-MLWKWI-VZB-WAAS-1;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.194.132.25
OAM;APP_56.86.154.26_Citrix;APP Citrix WAE 4518030460-WCLMSC-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.86.154.26
OAM;APP_56.185.54.9_File-System;APP File-System WAE 1042012-ASTNTX-XOC-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.185.54.9
OAM;APP_56.145.66.43_SQL;APP SQL WAE 2597350090-WARNMI-ATT-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.145.66.43
OAM;APP_56.81.187.95_Version-Management;APP Version-Management WAE 3687120128-WNSSNC-ATT-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.81.187.95
OAM;APP_56.230.136.11_Citrix;APP Citrix WAE 9967654-RCHMCA-VZB-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.230.136.11
OAM;APP_56.186.202.87_CIFS;APP CIFS WAE 2160510002-METRLA-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.186.202.87
OAM;APP_56.149.0.123_Web-Internet;APP Web-Internet WAE 2524000120-DRBRMI-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.149.0.123
OAM;APP_56.162.130.5_SSL;APP SSL WAE 3215023-KNSCMO-XOC-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.162.130.5
OAM;APP_56.163.193.7_Email-and-Messaging;APP Email-and-Messaging WAE 0446534401-JNSBAR-ATT-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.163.193.7
OAM;APP_56.117.221.227_SSL;APP SSL WAE 3417508-TAMPFL-VZB-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.117.221.227
OAM;APP_56.92.234.217_Directory-Services;APP Directory-Services WAE 5422006-CHRLNC-VZB-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.92.234.217
OAM;APP_56.178.136.12_Replication;APP Replication WAE 2241781-HMBLTX-VZB-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.178.136.12
OAM;APP_56.112.63.10_Backup;APP Backup WAE 1184300300-SRSTFL-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.112.63.10
OAM;APP_56.81.160.140_Email-and-Messaging;APP Email-and-Messaging WAE 1929911-GRSBNC-VZB-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.81.160.140
OAM;APP_56.32.43.8_Web-Internet;APP Web-Internet WAE 3826272-NWRKNJ-XOC-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.32.43.8
OAM;APP_56.18.34.7_Web;APP Web WAE 1959817-SHRWMA-VZB-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.18.34.7
OAM;APP_56.162.130.5_Backup;APP Backup WAE 3215023-KNSCMO-XOC-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.162.130.5
OAM;APP_56.35.120.80_SSL;APP SSL WAE 1568792-WDSDNY-VZB-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.35.120.80
OAM;APP_56.229.37.10_Printing;APP Printing WAE 6152256-STCKCA-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.229.37.10
OAM;APP_56.248.162.10_Replication;APP Replication WAE 0569360111-SAANCA-XOC-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.248.162.10
OAM;APP_56.174.139.112_File-Transfer;APP File-Transfer WAE 1189290700-TAMPFL-ATT-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.174.139.112
OAM;APP_56.147.39.7_Email-and-Messaging;APP Email-and-Messaging WAE 9280775-ALBNMI-ATT-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.147.39.7
OAM;APP_56.200.37.10_Web-Internet;APP Web-Internet WAE 3658387-DSMNIA-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.200.37.10
OAM;APP_56.41.130.9_CIFS;APP CIFS WAE 3568880888-FLSHNY-XOC-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.41.130.9
OAM;APP_56.144.74.19_Other;APP Other WAE 8558882-ALNPMI-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.144.74.19
OAM;APP_56.194.162.9_WAFS;APP WAFS WAE 5634000282-GRBYWI-ATT-WAAS;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.194.162.9
OAM;APP_56.56.3.12_WAFS;APP WAFS WAE 5868582-BLMWNJ-VZB-WAAS-1;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.56.3.12
OAM;APP_56.162.130.5_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 3215023-KNSCMO-XOC-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.162.130.5
OAM;APP_56.162.165.7_Outlook_Exchange;APP Outlook_Exchange WAE 6068779-SPFLMO-ATT-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.162.165.7
OAM;APP_56.186.6.13_Web-Internet;APP Web-Internet WAE 2897884-MONRLA-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.186.6.13
OAM;APP_56.144.9.217_Citrix;APP Citrix WAE 3059819-DTRTMI-VZB-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.144.9.217
OAM;APP_56.112.62.13_Enterprise-Applications;APP Enterprise-Applications WAE 5197566-NPLSFL-VZB-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.112.62.13
OAM;APP_56.72.181.149_File-Transfer;APP File-Transfer WAE 3359647-RONKVA-VZB-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.72.181.149
OAM;APP_56.183.113.10_Replication;APP Replication WAE 4841450025-HSTNTX-ATT-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.183.113.10
OAM;APP_56.188.21.44_File-System;APP File-System WAE 4875550080-RCHNTX-ATT-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.188.21.44
OAM;APP_56.183.83.6_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 7791554-HSTNTX-XOC-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.183.83.6
OAM;APP_56.145.66.43_SSL;APP SSL WAE 2597350090-WARNMI-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.145.66.43
OAM;APP_56.145.66.43_SSH;APP SSH WAE 2597350090-WARNMI-ATT-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.145.66.43
OAM;APP_56.26.55.138_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 0833696492-WLNDCT-XOC-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.26.55.138
OAM;APP_56.74.6.26_File-Transfer;APP File-Transfer WAE 2047880031-LSVLKY-ATT-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.74.6.26
OAM;APP_56.246.162.7_File-System;APP File-System WAE 3647405-CTOICA-VZB-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.246.162.7
OAM;APP_56.89.196.5_Printing;APP Printing WAE 8496030-GRSBNC-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.89.196.5
OAM;APP_56.185.34.7_Outlook_Exchange;APP Outlook_Exchange WAE 1020442-CRPCTX-XOC-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.185.34.7
OAM;APP_56.147.53.75_File-Transfer;APP File-Transfer WAE 4274087-TCMSMI-VZB-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.147.53.75
OAM;APP_56.228.4.11_Web;APP Web WAE 1424000012-HNLLHI-ATT-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.228.4.11
OAM;APP_56.178.73.24_Other;APP Other WAE 8207343-KATYTX-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.178.73.24
OAM;APP_56.183.51.9_Printing;APP Printing WAE 3407284-HSTNTX-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.183.51.9
OAM;APP_56.66.81.25_Web;APP Web WAE 2303780014-BLTMMD-ATT-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.66.81.25
OAM;APP_56.216.165.9_Systems-Management;APP Systems-Management WAE 6567241-DNVRCO-XOC-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.216.165.9
OAM;APP_56.130.98.83_File-System;APP File-System WAE 2098743-MNTROH-XOC-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.130.98.83
OAM;APP_56.41.188.10_File-Transfer;APP File-Transfer WAE 7586401-FLSHNY-VZB-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.41.188.10
OAM;APP_56.44.3.9_Backup;APP Backup WAE 7005919-MLVLNY-VZB-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.44.3.9
OAM;APP_56.197.1.10_SSL;APP SSL WAE 4678690570-SXFLSD-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.197.1.10
OAM;APP_56.82.17.10_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 5997026-PSMTVA-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.82.17.10
OAM;APP_56.38.204.6_Directory-Services;APP Directory-Services WAE 3558319998-NYRKNY-XOC-WAAS-3;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.38.204.6
OAM;APP_56.217.200.238_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 5480509998-SPKNWA-ATT-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.217.200.238
OAM;APP_56.246.162.7_Outlook_Exchange;APP Outlook_Exchange WAE 3647405-CTOICA-VZB-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.246.162.7
OAM;APP_56.185.41.5_Remote-Desktop;APP Remote-Desktop WAE 4893950802-WACOTX-XOC-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.185.41.5
OAM;APP_56.197.1.10_SSH;APP SSH WAE 4678690570-SXFLSD-ATT-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.197.1.10
OAM;APP_56.207.245.8_SQL;APP SQL WAE EAGAN-EAGNMN-VZB-WAAS-4;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.207.245.8
OAM;APP_56.197.37.5_Directory-Services;APP Directory-Services WAE 9923696-BSMRND-VZB-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.197.37.5
OAM;APP_56.178.45.27_CIFS;APP CIFS WAE 4832200133-FRTWTX-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.178.45.27
OAM;APP_56.40.137.228_Backup;APP Backup WAE 3359500641-TTRBNJ-XOC-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.40.137.228
OAM;APP_56.161.162.9_Backup;APP Backup WAE 0451300027-LTLRAR-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.161.162.9
OAM;APP_56.102.133.211_Printing;APP Printing WAE 2952498-JCKSMS-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.102.133.211
OAM;APP_56.113.193.183_Printing;APP Printing WAE 6244221-ORLNFL-VZB-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.113.193.183
OAM;APP_56.185.41.5_Systems-Management;APP Systems-Management WAE 4893950802-WACOTX-XOC-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.185.41.5
OAM;APP_56.53.162.7_CIFS;APP CIFS WAE 8806237-PHLDPA-XOC-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.53.162.7
OAM;APP_56.128.8.12_Systems-Management;APP Systems-Management WAE 7598203-PSBRPA-VZB-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.128.8.12
OAM;APP_56.150.43.10_Email-and-Messaging;APP Email-and-Messaging WAE 1667740530-RCKFIL-ATT-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.150.43.10
OAM;APP_56.38.204.6_Backup;APP Backup WAE 3558319998-NYRKNY-XOC-WAAS-3;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.38.204.6
OAM;APP_56.145.139.94_Citrix;APP Citrix WAE 1679703-MONRMI-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.145.139.94
OAM;APP_56.186.52.14_Systems-Management;APP Systems-Management WAE 1302532-KLN0TX-VZB-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.186.52.14
OAM;APP_56.146.61.25_Outlook_Exchange;APP Outlook_Exchange WAE 2539200100-GRNRMI-ATT-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.146.61.25
OAM;APP_56.240.16.10_Outlook_Exchange;APP Outlook_Exchange WAE 5104134-LNGLCA-VZB-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.240.16.10
OAM;APP_56.81.130.10_Directory-Services;APP Directory-Services WAE 3631970797-GRSBNC-ATT-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.81.130.10
OAM;APP_56.118.190.10_Replication;APP Replication WAE 6800070007-TAMPFL-XOC-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.118.190.10
OAM;APP_56.117.135.167_Version-Management;APP Version-Management WAE 4514278-ORLNFL-VZB-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.117.135.167
OAM;APP_56.207.245.6_CIFS;APP CIFS WAE EAGAN-EAGNMN-VZB-WAAS-2;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.207.245.6
OAM;APP_56.41.179.10_Version-Management;APP Version-Management WAE 9888360-BRKLNY-VZB-WAAS-1;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.41.179.10
OAM;APP_56.149.69.91_Other;APP Other WAE 2576000170-PLYMMI-XOC-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.149.69.91
OAM;APP_56.192.48.7_File-Transfer;APP File-Transfer WAE 2249978-SAPLMN-XOC-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.192.48.7
OAM;APP_56.242.217.8_Web-Internet;APP Web-Internet WAE 3474134602-RSWLNM-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.242.217.8
OAM;APP_56.107.6.5_Systems-Management;APP Systems-Management WAE 4761440204-NSHVTN-ATT-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.107.6.5
OAM;APP_56.231.158.9_Citrix;APP Citrix WAE 0504620528-BKRSCA-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.231.158.9
OAM;APP_56.163.158.14_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 0464080114-NLTRAR-ATT-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.163.158.14
OAM;APP_56.225.137.5_Web-Internet;APP Web-Internet WAE 2409791-SFROCA-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.225.137.5
OAM;APP_56.112.58.6_Other;APP Other WAE 2768856-FRTSFL-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.112.58.6
OAM;APP_56.145.23.89_Web;APP Web WAE 2524900235-DTRTMI-ATT-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.145.23.89
