WAAS_APP_TRAFFIC;2015-12-11 14:00:00
WAAS_MAPI;2015-12-11 14:00:00
WAAS_VIDEO_STREAMING;2015-12-11 14:00:00
WAAS_NFS;2015-12-11 14:00:00
WAAS_CIFS;2015-12-11 14:00:00
WAAS_ALL_TRAFFIC;2015-12-11 14:00:00
WAAS_HTTP;2015-12-11 14:00:00
ALARM_Services;2015-12-11 14:00:00
